run_key,experiment,case_id,scenario_group,explicitness,condition,planner_name,repeat_index,success,error,memory_retrieval_precision,memory_retrieval_recall,preference_match,task_coverage,executable_plan,skill_chain_correct,conflict_selection_correct,latency_ms,model,system_fingerprint,prompt_hash,response_id,prompt_tokens,completion_tokens
family_education-04-item_only:clean:clean:preference_only:0,clean,family_education-04-item_only,family_education,item_only,clean,preference_only,0,True,,1.0,0.5,True,True,True,True,True,0.15599999999998948,,,,,0,0
family_education-04-item_only:clean:clean:feedback_only:0,clean,family_education-04-item_only,family_education,item_only,clean,feedback_only,0,True,,1.0,0.5,False,True,True,True,True,0.14245800000001196,,,,,0,0
family_education-04-item_only:clean:clean:layered_memory:0,clean,family_education-04-item_only,family_education,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13783400000000334,,,,,0,0
family_education-04-implicit:clean:clean:no_memory:0,clean,family_education-04-implicit,family_education,implicit,clean,no_memory,0,True,,0.0,0.0,False,False,True,True,True,0.027540999999992044,,,,,0,0
family_education-04-implicit:clean:clean:preference_only:0,clean,family_education-04-implicit,family_education,implicit,clean,preference_only,0,True,,1.0,0.5,True,False,True,True,True,0.14566599999998875,,,,,0,0
family_education-04-implicit:clean:clean:feedback_only:0,clean,family_education-04-implicit,family_education,implicit,clean,feedback_only,0,True,,1.0,0.5,False,True,True,True,True,0.12695799999998258,,,,,0,0
family_education-04-implicit:clean:clean:layered_memory:0,clean,family_education-04-implicit,family_education,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11825000000001418,,,,,0,0
family_education-05-full:clean:clean:no_memory:0,clean,family_education-05-full,family_education,full,clean,no_memory,0,True,,0.0,0.0,True,True,True,True,True,0.021292000000006084,,,,,0,0
family_education-05-full:clean:clean:preference_only:0,clean,family_education-05-full,family_education,full,clean,preference_only,0,True,,1.0,0.5,True,True,True,True,True,0.11800000000000699,,,,,0,0
family_education-05-full:clean:clean:feedback_only:0,clean,family_education-05-full,family_education,full,clean,feedback_only,0,True,,1.0,0.5,True,True,True,True,True,0.11216699999999635,,,,,0,0
family_education-05-full:clean:clean:layered_memory:0,clean,family_education-05-full,family_education,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1143749999999999,,,,,0,0
family_education-05-style_only:clean:clean:no_memory:0,clean,family_education-05-style_only,family_education,style_only,clean,no_memory,0,True,,0.0,0.0,True,False,True,True,True,0.02308300000000707,,,,,0,0
family_education-05-style_only:clean:clean:preference_only:0,clean,family_education-05-style_only,family_education,style_only,clean,preference_only,0,True,,1.0,0.5,True,False,True,True,True,0.12141700000001254,,,,,0,0
family_education-05-style_only:clean:clean:feedback_only:0,clean,family_education-05-style_only,family_education,style_only,clean,feedback_only,0,True,,1.0,0.5,True,True,True,True,True,0.1111249999999897,,,,,0,0
family_education-05-style_only:clean:clean:layered_memory:0,clean,family_education-05-style_only,family_education,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.10866700000000673,,,,,0,0
family_education-05-item_only:clean:clean:no_memory:0,clean,family_education-05-item_only,family_education,item_only,clean,no_memory,0,True,,0.0,0.0,False,True,True,True,True,0.02249999999998087,,,,,0,0
family_education-05-item_only:clean:clean:preference_only:0,clean,family_education-05-item_only,family_education,item_only,clean,preference_only,0,True,,1.0,0.5,True,True,True,True,True,0.12262499999998733,,,,,0,0
family_education-05-item_only:clean:clean:feedback_only:0,clean,family_education-05-item_only,family_education,item_only,clean,feedback_only,0,True,,1.0,0.5,False,True,True,True,True,0.1158340000000091,,,,,0,0
family_education-05-item_only:clean:clean:layered_memory:0,clean,family_education-05-item_only,family_education,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.10999999999999899,,,,,0,0
family_education-05-implicit:clean:clean:no_memory:0,clean,family_education-05-implicit,family_education,implicit,clean,no_memory,0,True,,0.0,0.0,False,False,True,True,True,0.024208000000025542,,,,,0,0
family_education-05-implicit:clean:clean:preference_only:0,clean,family_education-05-implicit,family_education,implicit,clean,preference_only,0,True,,1.0,0.5,True,False,True,True,True,0.12054200000000126,,,,,0,0
family_education-05-implicit:clean:clean:feedback_only:0,clean,family_education-05-implicit,family_education,implicit,clean,feedback_only,0,True,,1.0,0.5,False,True,True,True,True,0.11687500000001627,,,,,0,0
family_education-05-implicit:clean:clean:layered_memory:0,clean,family_education-05-implicit,family_education,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11254199999999326,,,,,0,0
family_education-06-full:clean:clean:no_memory:0,clean,family_education-06-full,family_education,full,clean,no_memory,0,True,,0.0,0.0,True,True,True,True,True,0.021124999999982963,,,,,0,0
family_education-06-full:clean:clean:preference_only:0,clean,family_education-06-full,family_education,full,clean,preference_only,0,True,,1.0,0.5,True,True,True,True,True,0.11833399999999772,,,,,0,0
family_education-06-full:clean:clean:feedback_only:0,clean,family_education-06-full,family_education,full,clean,feedback_only,0,True,,1.0,0.5,True,True,True,True,True,0.11495799999999834,,,,,0,0
family_education-06-full:clean:clean:layered_memory:0,clean,family_education-06-full,family_education,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11191700000001692,,,,,0,0
family_education-06-style_only:clean:clean:no_memory:0,clean,family_education-06-style_only,family_education,style_only,clean,no_memory,0,True,,0.0,0.0,True,False,True,True,True,0.022959000000016827,,,,,0,0
family_education-06-style_only:clean:clean:preference_only:0,clean,family_education-06-style_only,family_education,style_only,clean,preference_only,0,True,,1.0,0.5,True,False,True,True,True,0.1173750000000029,,,,,0,0
family_education-06-style_only:clean:clean:feedback_only:0,clean,family_education-06-style_only,family_education,style_only,clean,feedback_only,0,True,,1.0,0.5,True,True,True,True,True,0.11520800000000553,,,,,0,0
family_education-06-style_only:clean:clean:layered_memory:0,clean,family_education-06-style_only,family_education,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.10879099999999697,,,,,0,0
family_education-06-item_only:clean:clean:no_memory:0,clean,family_education-06-item_only,family_education,item_only,clean,no_memory,0,True,,0.0,0.0,False,True,True,True,True,0.022957999999989598,,,,,0,0
family_education-06-item_only:clean:clean:preference_only:0,clean,family_education-06-item_only,family_education,item_only,clean,preference_only,0,True,,1.0,0.5,True,True,True,True,True,0.1161249999999947,,,,,0,0
family_education-06-item_only:clean:clean:feedback_only:0,clean,family_education-06-item_only,family_education,item_only,clean,feedback_only,0,True,,1.0,0.5,False,True,True,True,True,0.11004200000000464,,,,,0,0
family_education-06-item_only:clean:clean:layered_memory:0,clean,family_education-06-item_only,family_education,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.10795799999999134,,,,,0,0
family_education-06-implicit:clean:clean:no_memory:0,clean,family_education-06-implicit,family_education,implicit,clean,no_memory,0,True,,0.0,0.0,False,False,True,True,True,0.02429199999998133,,,,,0,0
family_education-06-implicit:clean:clean:preference_only:0,clean,family_education-06-implicit,family_education,implicit,clean,preference_only,0,True,,1.0,0.5,True,False,True,True,True,0.12387499999999552,,,,,0,0
family_education-06-implicit:clean:clean:feedback_only:0,clean,family_education-06-implicit,family_education,implicit,clean,feedback_only,0,True,,1.0,0.5,False,True,True,True,True,0.12079100000000897,,,,,0,0
family_education-06-implicit:clean:clean:layered_memory:0,clean,family_education-06-implicit,family_education,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11091699999998816,,,,,0,0
home_service-01-full:clean:clean:no_memory:0,clean,home_service-01-full,home_service,full,clean,no_memory,0,True,,0.0,0.0,True,True,True,True,True,0.021749999999987057,,,,,0,0
home_service-01-full:clean:clean:preference_only:0,clean,home_service-01-full,home_service,full,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12795799999998358,,,,,0,0
home_service-01-full:clean:clean:feedback_only:0,clean,home_service-01-full,home_service,full,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.11679199999997669,,,,,0,0
home_service-01-full:clean:clean:layered_memory:0,clean,home_service-01-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11587499999998752,,,,,0,0
home_service-01-style_only:clean:clean:no_memory:0,clean,home_service-01-style_only,home_service,style_only,clean,no_memory,0,True,,0.0,0.0,True,False,True,True,True,0.02308300000000707,,,,,0,0
home_service-01-style_only:clean:clean:preference_only:0,clean,home_service-01-style_only,home_service,style_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.126000000000015,,,,,0,0
home_service-01-style_only:clean:clean:feedback_only:0,clean,home_service-01-style_only,home_service,style_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.11987499999999152,,,,,0,0
home_service-01-style_only:clean:clean:layered_memory:0,clean,home_service-01-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11450000000001737,,,,,0,0
home_service-01-item_only:clean:clean:no_memory:0,clean,home_service-01-item_only,home_service,item_only,clean,no_memory,0,True,,0.0,0.0,False,True,True,True,True,0.023375000000019908,,,,,0,0
home_service-01-item_only:clean:clean:preference_only:0,clean,home_service-01-item_only,home_service,item_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12587500000002527,,,,,0,0
home_service-01-item_only:clean:clean:feedback_only:0,clean,home_service-01-item_only,home_service,item_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.11962499999998433,,,,,0,0
home_service-01-item_only:clean:clean:layered_memory:0,clean,home_service-01-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12395800000000734,,,,,0,0
home_service-01-implicit:clean:clean:no_memory:0,clean,home_service-01-implicit,home_service,implicit,clean,no_memory,0,True,,0.0,0.0,False,False,True,False,True,0.02491700000001318,,,,,0,0
home_service-01-implicit:clean:clean:preference_only:0,clean,home_service-01-implicit,home_service,implicit,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.12279200000001045,,,,,0,0
home_service-01-implicit:clean:clean:feedback_only:0,clean,home_service-01-implicit,home_service,implicit,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.12087500000002027,,,,,0,0
home_service-01-implicit:clean:clean:layered_memory:0,clean,home_service-01-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11808299999999106,,,,,0,0
home_service-02-full:clean:clean:no_memory:0,clean,home_service-02-full,home_service,full,clean,no_memory,0,True,,0.0,0.0,True,True,True,True,True,0.022207999999995787,,,,,0,0
home_service-02-full:clean:clean:preference_only:0,clean,home_service-02-full,home_service,full,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12362499999998833,,,,,0,0
home_service-02-full:clean:clean:feedback_only:0,clean,home_service-02-full,home_service,full,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.11845899999998744,,,,,0,0
home_service-02-full:clean:clean:layered_memory:0,clean,home_service-02-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11620800000000653,,,,,0,0
home_service-02-style_only:clean:clean:no_memory:0,clean,home_service-02-style_only,home_service,style_only,clean,no_memory,0,True,,0.0,0.0,True,False,True,True,True,0.023124999999984963,,,,,0,0
home_service-02-style_only:clean:clean:preference_only:0,clean,home_service-02-style_only,home_service,style_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.1211249999999997,,,,,0,0
home_service-02-style_only:clean:clean:feedback_only:0,clean,home_service-02-style_only,home_service,style_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.11304200000000764,,,,,0,0
home_service-02-style_only:clean:clean:layered_memory:0,clean,home_service-02-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1147499999999968,,,,,0,0
home_service-02-item_only:clean:clean:no_memory:0,clean,home_service-02-item_only,home_service,item_only,clean,no_memory,0,True,,0.0,0.0,False,True,True,True,True,0.02329199999998033,,,,,0,0
home_service-02-item_only:clean:clean:preference_only:0,clean,home_service-02-item_only,home_service,item_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12262500000001508,,,,,0,0
home_service-02-item_only:clean:clean:feedback_only:0,clean,home_service-02-item_only,home_service,item_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.11900000000000799,,,,,0,0
home_service-02-item_only:clean:clean:layered_memory:0,clean,home_service-02-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1131249999999917,,,,,0,0
home_service-02-implicit:clean:clean:no_memory:0,clean,home_service-02-implicit,home_service,implicit,clean,no_memory,0,True,,0.0,0.0,False,False,True,False,True,0.02408300000000807,,,,,0,0
home_service-02-implicit:clean:clean:preference_only:0,clean,home_service-02-implicit,home_service,implicit,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.12004099999998741,,,,,0,0
home_service-02-implicit:clean:clean:feedback_only:0,clean,home_service-02-implicit,home_service,implicit,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.1243750000000099,,,,,0,0
home_service-02-implicit:clean:clean:layered_memory:0,clean,home_service-02-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12341599999998731,,,,,0,0
home_service-03-full:clean:clean:no_memory:0,clean,home_service-03-full,home_service,full,clean,no_memory,0,True,,0.0,0.0,True,True,True,True,True,0.02266700000000399,,,,,0,0
home_service-03-full:clean:clean:preference_only:0,clean,home_service-03-full,home_service,full,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12145799999999096,,,,,0,0
home_service-03-full:clean:clean:feedback_only:0,clean,home_service-03-full,home_service,full,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.11745799999998696,,,,,0,0
home_service-03-full:clean:clean:layered_memory:0,clean,home_service-03-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11545800000001272,,,,,0,0
home_service-03-style_only:clean:clean:no_memory:0,clean,home_service-03-style_only,home_service,style_only,clean,no_memory,0,True,,0.0,0.0,True,False,True,True,True,0.02362499999999934,,,,,0,0
home_service-03-style_only:clean:clean:preference_only:0,clean,home_service-03-style_only,home_service,style_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.1227500000000048,,,,,0,0
home_service-03-style_only:clean:clean:feedback_only:0,clean,home_service-03-style_only,home_service,style_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.1191249999999977,,,,,0,0
home_service-03-style_only:clean:clean:layered_memory:0,clean,home_service-03-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11887500000001827,,,,,0,0
home_service-03-item_only:clean:clean:no_memory:0,clean,home_service-03-item_only,home_service,item_only,clean,no_memory,0,True,,0.0,0.0,False,True,True,True,True,0.022792000000021462,,,,,0,0
home_service-03-item_only:clean:clean:preference_only:0,clean,home_service-03-item_only,home_service,item_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12041699999998379,,,,,0,0
home_service-03-item_only:clean:clean:feedback_only:0,clean,home_service-03-item_only,home_service,item_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.11633400000002347,,,,,0,0
home_service-03-item_only:clean:clean:layered_memory:0,clean,home_service-03-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.13299999999999423,,,,,0,0
home_service-03-implicit:clean:clean:no_memory:0,clean,home_service-03-implicit,home_service,implicit,clean,no_memory,0,True,,0.0,0.0,False,False,True,False,True,0.024415999999999327,,,,,0,0
home_service-03-implicit:clean:clean:preference_only:0,clean,home_service-03-implicit,home_service,implicit,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.12020899999998225,,,,,0,0
home_service-03-implicit:clean:clean:feedback_only:0,clean,home_service-03-implicit,home_service,implicit,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.11737499999997514,,,,,0,0
home_service-03-implicit:clean:clean:layered_memory:0,clean,home_service-03-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11433299999999424,,,,,0,0
home_service-04-full:clean:clean:no_memory:0,clean,home_service-04-full,home_service,full,clean,no_memory,0,True,,0.0,0.0,True,True,True,True,True,0.02287500000000553,,,,,0,0
home_service-04-full:clean:clean:preference_only:0,clean,home_service-04-full,home_service,full,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12341700000001454,,,,,0,0
home_service-04-full:clean:clean:feedback_only:0,clean,home_service-04-full,home_service,full,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.11400000000000299,,,,,0,0
home_service-04-full:clean:clean:layered_memory:0,clean,home_service-04-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1147080000000189,,,,,0,0
home_service-04-style_only:clean:clean:no_memory:0,clean,home_service-04-style_only,home_service,style_only,clean,no_memory,0,True,,0.0,0.0,True,False,True,True,True,0.023374999999992152,,,,,0,0
home_service-04-style_only:clean:clean:preference_only:0,clean,home_service-04-style_only,home_service,style_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.12120800000001153,,,,,0,0
home_service-04-style_only:clean:clean:feedback_only:0,clean,home_service-04-style_only,home_service,style_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.11570799999999215,,,,,0,0
home_service-04-style_only:clean:clean:layered_memory:0,clean,home_service-04-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11770799999999415,,,,,0,0
home_service-04-item_only:clean:clean:no_memory:0,clean,home_service-04-item_only,home_service,item_only,clean,no_memory,0,True,,0.0,0.0,False,True,True,True,True,0.02445900000000445,,,,,0,0
home_service-04-item_only:clean:clean:preference_only:0,clean,home_service-04-item_only,home_service,item_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12104200000001564,,,,,0,0
home_service-04-item_only:clean:clean:feedback_only:0,clean,home_service-04-item_only,home_service,item_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.11479200000000245,,,,,0,0
home_service-04-item_only:clean:clean:layered_memory:0,clean,home_service-04-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11620800000000653,,,,,0,0
home_service-04-implicit:clean:clean:no_memory:0,clean,home_service-04-implicit,home_service,implicit,clean,no_memory,0,True,,0.0,0.0,False,False,True,False,True,0.02562500000000134,,,,,0,0
home_service-04-implicit:clean:clean:preference_only:0,clean,home_service-04-implicit,home_service,implicit,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.13437499999999214,,,,,0,0
home_service-04-implicit:clean:clean:feedback_only:0,clean,home_service-04-implicit,home_service,implicit,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.12445899999999344,,,,,0,0
home_service-04-implicit:clean:clean:layered_memory:0,clean,home_service-04-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11566600000001426,,,,,0,0
home_service-05-full:clean:clean:no_memory:0,clean,home_service-05-full,home_service,full,clean,no_memory,0,True,,0.0,0.0,True,True,True,True,True,0.02749999999998587,,,,,0,0
home_service-05-full:clean:clean:preference_only:0,clean,home_service-05-full,home_service,full,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.14266699999998522,,,,,0,0
home_service-05-full:clean:clean:feedback_only:0,clean,home_service-05-full,home_service,full,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12287499999999452,,,,,0,0
home_service-05-full:clean:clean:layered_memory:0,clean,home_service-05-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12162499999998633,,,,,0,0
home_service-05-style_only:clean:clean:no_memory:0,clean,home_service-05-style_only,home_service,style_only,clean,no_memory,0,True,,0.0,0.0,True,False,True,True,True,0.02508399999998079,,,,,0,0
home_service-05-style_only:clean:clean:preference_only:0,clean,home_service-05-style_only,home_service,style_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.1291250000000077,,,,,0,0
home_service-05-style_only:clean:clean:feedback_only:0,clean,home_service-05-style_only,home_service,style_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.11800000000000699,,,,,0,0
home_service-05-style_only:clean:clean:layered_memory:0,clean,home_service-05-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11749999999999261,,,,,0,0
home_service-05-item_only:clean:clean:no_memory:0,clean,home_service-05-item_only,home_service,item_only,clean,no_memory,0,True,,0.0,0.0,False,True,True,True,True,0.024957999999991598,,,,,0,0
home_service-05-item_only:clean:clean:preference_only:0,clean,home_service-05-item_only,home_service,item_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12683399999999234,,,,,0,0
home_service-05-item_only:clean:clean:feedback_only:0,clean,home_service-05-item_only,home_service,item_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.11745800000001472,,,,,0,0
home_service-05-item_only:clean:clean:layered_memory:0,clean,home_service-05-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11762500000001008,,,,,0,0
home_service-05-implicit:clean:clean:no_memory:0,clean,home_service-05-implicit,home_service,implicit,clean,no_memory,0,True,,0.0,0.0,False,False,True,False,True,0.023749999999989058,,,,,0,0
home_service-05-implicit:clean:clean:preference_only:0,clean,home_service-05-implicit,home_service,implicit,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.12204200000001664,,,,,0,0
home_service-05-implicit:clean:clean:feedback_only:0,clean,home_service-05-implicit,home_service,implicit,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.11641700000000754,,,,,0,0
home_service-05-implicit:clean:clean:layered_memory:0,clean,home_service-05-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11562499999998033,,,,,0,0
home_service-06-full:clean:clean:no_memory:0,clean,home_service-06-full,home_service,full,clean,no_memory,0,True,,0.0,0.0,True,True,True,True,True,0.02483300000000188,,,,,0,0
home_service-06-full:clean:clean:preference_only:0,clean,home_service-06-full,home_service,full,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12766600000002626,,,,,0,0
home_service-06-full:clean:clean:feedback_only:0,clean,home_service-06-full,home_service,full,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.1163750000000019,,,,,0,0
home_service-06-full:clean:clean:layered_memory:0,clean,home_service-06-full,home_service,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11800000000000699,,,,,0,0
home_service-06-style_only:clean:clean:no_memory:0,clean,home_service-06-style_only,home_service,style_only,clean,no_memory,0,True,,0.0,0.0,True,False,True,True,True,0.02462500000000034,,,,,0,0
home_service-06-style_only:clean:clean:preference_only:0,clean,home_service-06-style_only,home_service,style_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.12570800000000215,,,,,0,0
home_service-06-style_only:clean:clean:feedback_only:0,clean,home_service-06-style_only,home_service,style_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.11629100000001835,,,,,0,0
home_service-06-style_only:clean:clean:layered_memory:0,clean,home_service-06-style_only,home_service,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11754099999999879,,,,,0,0
home_service-06-item_only:clean:clean:no_memory:0,clean,home_service-06-item_only,home_service,item_only,clean,no_memory,0,True,,0.0,0.0,False,True,True,True,True,0.024250000000003435,,,,,0,0
home_service-06-item_only:clean:clean:preference_only:0,clean,home_service-06-item_only,home_service,item_only,clean,preference_only,0,True,,1.0,0.3333333333333333,True,True,True,True,True,0.12241700000001354,,,,,0,0
home_service-06-item_only:clean:clean:feedback_only:0,clean,home_service-06-item_only,home_service,item_only,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.11366600000001226,,,,,0,0
home_service-06-item_only:clean:clean:layered_memory:0,clean,home_service-06-item_only,home_service,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11454199999999526,,,,,0,0
home_service-06-implicit:clean:clean:no_memory:0,clean,home_service-06-implicit,home_service,implicit,clean,no_memory,0,True,,0.0,0.0,False,False,True,False,True,0.024500000000010624,,,,,0,0
home_service-06-implicit:clean:clean:preference_only:0,clean,home_service-06-implicit,home_service,implicit,clean,preference_only,0,True,,1.0,0.3333333333333333,True,False,True,True,True,0.12241700000001354,,,,,0,0
home_service-06-implicit:clean:clean:feedback_only:0,clean,home_service-06-implicit,home_service,implicit,clean,feedback_only,0,True,,1.0,0.3333333333333333,False,True,True,True,True,0.1137499999999958,,,,,0,0
home_service-06-implicit:clean:clean:layered_memory:0,clean,home_service-06-implicit,home_service,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11408400000001429,,,,,0,0
learning-01-full:robustness:clean:layered_memory:0,robustness,learning-01-full,learning,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1305419999999835,,,,,0,0
learning-01-style_only:robustness:clean:layered_memory:0,robustness,learning-01-style_only,learning,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1355000000000106,,,,,0,0
learning-01-item_only:robustness:clean:layered_memory:0,robustness,learning-01-item_only,learning,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11795900000000081,,,,,0,0
learning-01-implicit:robustness:clean:layered_memory:0,robustness,learning-01-implicit,learning,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11541700000000654,,,,,0,0
learning-02-full:robustness:clean:layered_memory:0,robustness,learning-02-full,learning,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11454099999999579,,,,,0,0
learning-02-style_only:robustness:clean:layered_memory:0,robustness,learning-02-style_only,learning,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.12166699999999198,,,,,0,0
learning-02-item_only:robustness:clean:layered_memory:0,robustness,learning-02-item_only,learning,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11895799999997458,,,,,0,0
learning-02-implicit:robustness:clean:layered_memory:0,robustness,learning-02-implicit,learning,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11683299999998287,,,,,0,0
learning-03-full:robustness:clean:layered_memory:0,robustness,learning-03-full,learning,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11229199999998607,,,,,0,0
learning-03-style_only:robustness:clean:layered_memory:0,robustness,learning-03-style_only,learning,style_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.1123749999999979,,,,,0,0
learning-03-item_only:robustness:clean:layered_memory:0,robustness,learning-03-item_only,learning,item_only,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11600000000000499,,,,,0,0
learning-03-implicit:robustness:clean:layered_memory:0,robustness,learning-03-implicit,learning,implicit,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11499999999997623,,,,,0,0
learning-04-full:robustness:clean:layered_memory:0,robustness,learning-04-full,learning,full,clean,layered_memory,0,True,,1.0,1.0,True,True,True,True,True,0.11129100000001335,,,,,0,0
